dim_CC_maxs,index,key
6048,345,real
6047,346,real
6046,347,real
6045,348,real
6042,349,real
6041,350,real
6040,351,real
6039,352,real
6038,353,real
6037,354,real
6036,355,real
6035,356,real
6034,357,real
6033,358,real
6032,359,real
6031,360,real
6030,361,real
6029,362,real
6028,363,real
6027,364,real
6026,365,real
6025,366,real
6024,367,real
6023,368,real
6017,369,real
6016,370,real
6015,371,real
6014,372,real
6013,373,real
6012,374,real
6011,375,real
6010,376,real
6005,377,real
6004,378,real
6003,379,real
6002,380,real
6001,381,real
6000,382,real
5998,383,real
5997,384,real
5967,385,real
5966,386,real
5963,387,real
5897,388,real
5896,389,real
5895,390,real
5894,391,real
5893,392,real
5892,393,real
5891,394,real
5890,395,real
5889,396,real
5888,397,real
5887,398,real
5886,399,real
5885,400,real
5884,401,real
5884,402,real
5883,403,real
5881,404,real
5880,405,real
5879,406,real
5878,407,real
5877,408,real
5876,409,real
5874,410,real
5873,411,real
5872,412,real
5871,413,real
5870,414,real
5869,415,real
5867,416,real
5864,417,real
5863,418,real
5862,419,real
5861,420,real
5860,421,real
5859,422,real
5857,423,real
5856,424,real
5855,425,real
5854,426,real
5853,427,real
5852,428,real
5851,429,real
5850,430,real
5850,431,real
5849,432,real
5845,433,real
5841,434,real
5840,435,real
5839,436,real
5838,437,real
5837,438,real
5836,439,real
5835,440,real
5834,441,real
5833,442,real
5832,443,real
5831,444,real
5830,445,real
5829,446,real
5828,447,real
5827,448,real
5826,449,real
5825,450,real
5824,451,real
5823,452,real
5822,453,real
5821,454,real
5820,455,real
5819,456,real
5818,457,real
5817,458,real
5816,459,real
5815,460,real
5814,461,real
5813,462,real
5812,463,real
5811,464,real
5810,465,real
5809,466,real
5808,467,real
5807,468,real
5806,469,real
5805,470,real
5804,471,real
5803,472,real
5802,473,real
5801,474,real
5800,475,real
5799,476,real
5798,477,real
5797,478,real
5796,479,real
5795,480,real
5794,481,real
5793,482,real
5792,483,real
5791,484,real
5790,485,real
5789,486,real
5786,487,real
5785,488,real
5784,489,real
5783,490,real
5782,491,real
5781,492,real
5780,493,real
5779,494,real
5778,495,real
5774,496,real
5772,497,real
5771,498,real
5770,499,real
5768,500,real
5767,501,real
5766,502,real
5765,503,real
5764,504,real
5763,505,real
5762,506,real
5761,507,real
5760,508,real
5759,509,real
5758,510,real
5738,511,real
5737,512,real
5736,513,real
5735,514,real
5734,515,real
5733,516,real
5732,517,real
5731,518,real
5730,519,real
5729,520,real
5728,521,real
5727,522,real
5726,523,real
5725,524,real
5724,525,real
5723,526,real
5722,527,real
5721,528,real
5720,529,real
5719,530,real
5718,531,real
5717,532,real
5715,533,real
5714,534,real
5713,535,real
5710,536,real
5709,537,real
5707,538,real
5706,539,real
5705,540,real
5702,541,real
5701,542,real
5700,543,real
5699,544,real
5698,545,real
5697,546,real
5696,547,real
5695,548,real
5694,549,real
5693,550,real
5692,551,real
5691,552,real
5690,553,real
5689,554,real
5670,555,real
5670,556,real
5669,557,real
5668,558,real
5667,559,real
5666,560,real
5665,561,real
5664,562,real
5664,563,real
5663,564,real
5662,565,real
5661,566,real
5660,567,real
5659,568,real
5658,569,real
5652,570,real
5651,571,real
5650,572,real
5649,573,real
5648,574,real
5647,575,real
5646,576,real
5645,577,real
5644,578,real
5644,579,real
5643,580,real
5642,581,real
5641,582,real
5640,583,real
5639,584,real
5638,585,real
5637,586,real
5636,587,real
5635,588,real
5634,589,real
5633,590,real
5632,591,real
5631,592,real
5630,593,real
5629,594,real
5628,595,real
5627,596,real
5626,597,real
5625,598,real
5624,599,real
5624,600,real
5623,601,real
5622,602,real
5621,603,real
5620,604,real
5619,605,real
5616,606,real
5615,607,real
5614,608,real
5613,609,real
5612,610,real
5611,611,real
5610,612,real
5609,613,real
5607,614,real
5606,615,real
5605,616,real
5604,617,real
5603,618,real
5602,619,real
5601,620,real
5600,621,real
5599,622,real
5598,623,real
5597,624,real
5596,625,real
5596,626,real
5594,627,real
5593,628,real
5592,629,real
5592,630,real
5591,631,real
5590,632,real
5589,633,real
5588,634,real
5587,635,real
5586,636,real
5585,637,real
5584,638,real
5583,639,real
5582,640,real
5581,641,real
5580,642,real
5578,643,real
5577,644,real
5576,645,real
5575,646,real
5574,647,real
5573,648,real
5572,649,real
5571,650,real
5570,651,real
5561,652,real
5560,653,real
5559,654,real
5558,655,real
5554,656,real
5553,657,real
5552,658,real
5551,659,real
5550,660,real
5547,661,real
5546,662,real
5545,663,real
5544,664,real
5543,665,real
5542,666,real
5541,667,real
5540,668,real
5539,669,real
5538,670,real
5537,671,real
5536,672,real
5535,673,real
5534,674,real
5533,675,real
5527,676,real
5526,677,real
5525,678,real
5525,679,real
5524,680,real
5523,681,real
5522,682,real
5521,683,real
5520,684,real
5519,685,real
5518,686,real
5517,687,real
5516,688,real
5515,689,real
5514,690,real
5514,691,real
5513,692,real
5512,693,real
5511,694,real
5510,695,real
5509,696,real
5508,697,real
5507,698,real
5506,699,real
5505,700,real
5504,701,real
5503,702,real
5502,703,real
5501,704,real
5500,705,real
5499,706,real
5498,707,real
5497,708,real
5496,709,real
5494,710,real
5493,711,real
5492,712,real
5487,713,real
5486,714,real
5483,715,real
5482,716,real
5481,717,real
5480,718,real
5479,719,real
5478,720,real
5477,721,real
5476,722,real
5475,723,real
5474,724,real
5473,725,real
5472,726,real
5472,727,real
5471,728,real
5470,729,real
5469,730,real
5468,731,real
5468,732,real
5467,733,real
5464,734,real
5463,735,real
5462,736,real
5461,737,real
5460,738,real
5459,739,real
5459,740,real
5459,741,real
5458,742,real
5457,743,real
5456,744,real
5455,745,real
5453,746,real
5451,747,real
5450,748,real
5449,749,real
5448,750,real
5447,751,real
5446,752,real
5445,753,real
5444,754,real
5444,755,real
5443,756,real
5442,757,real
5441,758,real
5440,759,real
5439,760,real
5438,761,real
5437,762,real
5436,763,real
5435,764,real
5433,765,real
5432,766,real
5431,767,real
5430,768,real
5429,769,real
5428,770,real
5427,771,real
5426,772,real
5425,773,real
5423,774,real
5422,775,real
5420,776,real
5419,777,real
5418,778,real
5417,779,real
5417,780,real
5416,781,real
5415,782,real
5414,783,real
5413,784,real
5412,785,real
5411,786,real
5410,787,real
5409,788,real
5402,789,real
5401,790,real
5400,791,real
5399,792,real
5397,793,real
5394,794,real
5392,795,real
5391,796,real
5390,797,real
5389,798,real
5388,799,real
5387,800,real
5386,801,real
5385,802,real
5384,803,real
5382,804,real
5381,805,real
5367,806,real
5366,807,real
5366,808,real
5365,809,real
5364,810,real
5363,811,real
5362,812,real
5362,813,real
5360,814,real
5359,815,real
5358,816,real
5357,817,real
5356,818,real
5355,819,real
5354,820,real
5354,821,real
5353,822,real
5352,823,real
5351,824,real
5350,825,real
5347,826,real
5346,827,real
5345,828,real
5342,829,real
5341,830,real
5341,831,real
5340,832,real
5339,833,real
5338,834,real
5337,835,real
5336,836,real
5335,837,real
5333,838,real
5332,839,real
5331,840,real
5330,841,real
5330,842,real
5329,843,real
5328,844,real
5327,845,real
5326,846,real
5325,847,real
5324,848,real
5323,849,real
5323,850,real
5322,851,real
5321,852,real
5318,853,real
5317,854,real
5316,855,real
5315,856,real
5314,857,real
5313,858,real
5312,859,real
5311,860,real
5310,861,real
5310,862,real
5309,863,real
5308,864,real
5304,865,real
5303,866,real
5302,867,real
5302,868,real
5301,869,real
5300,870,real
5299,871,real
5298,872,real
5297,873,real
5296,874,real
5295,875,real
5292,876,real
5291,877,real
5290,878,real
5287,879,real
5286,880,real
5285,881,real
5284,882,real
5283,883,real
5282,884,real
5281,885,real
5280,886,real
5279,887,real
5271,888,real
5270,889,real
5269,890,real
5268,891,real
5267,892,real
5266,893,real
5265,894,real
5264,895,real
5263,896,real
5262,897,real
5261,898,real
5260,899,real
5259,900,real
5258,901,real
5257,902,real
5256,903,real
5255,904,real
5254,905,real
5253,906,real
5252,907,real
5251,908,real
5250,909,real
5249,910,real
5248,911,real
5247,912,real
5246,913,real
5246,914,real
5245,915,real
5244,916,real
5239,917,real
5238,918,real
5237,919,real
5236,920,real
5235,921,real
5234,922,real
5233,923,real
5232,924,real
5231,925,real
5230,926,real
5227,927,real
5226,928,real
5225,929,real
5224,930,real
5223,931,real
5220,932,real
5219,933,real
5219,934,real
5218,935,real
5217,936,real
5216,937,real
5215,938,real
5214,939,real
5213,940,real
5212,941,real
5211,942,real
5210,943,real
5208,944,real
5207,945,real
5206,946,real
5205,947,real
5205,948,real
5204,949,real
5203,950,real
5202,951,real
5201,952,real
5199,953,real
5198,954,real
5197,955,real
5197,956,real
5196,957,real
5195,958,real
5194,959,real
5193,960,real
5192,961,real
5190,962,real
5189,963,real
5188,964,real
5187,965,real
5186,966,real
5185,967,real
5184,968,real
5183,969,real
5182,970,real
5181,971,real
5180,972,real
5171,973,real
5170,974,real
5169,975,real
5168,976,real
5167,977,real
5166,978,real
5165,979,real
5164,980,real
5163,981,real
5162,982,real
5161,983,real
5160,984,real
5159,985,real
5154,986,real
5153,987,real
5152,988,real
5151,989,real
5150,990,real
5149,991,real
5148,992,real
5146,993,real
5145,994,real
5144,995,real
5143,996,real
5142,997,real
5141,998,real
5140,999,real
5139,1000,real
5135,1001,real
5134,1002,real
5133,1003,real
5132,1004,real
5131,1005,real
5130,1006,real
5129,1007,real
5128,1008,real
5127,1009,real
5126,1010,real
5125,1011,real
5124,1012,real
5123,1013,real
5122,1014,real
5121,1015,real
5120,1016,real
5119,1017,real
5118,1018,real
5117,1019,real
5116,1020,real
5115,1021,real
5114,1022,real
5113,1023,real
5112,1024,real
5111,1025,real
5110,1026,real
5109,1027,real
5108,1028,real
5107,1029,real
5106,1030,real
5105,1031,real
5098,1032,real
5097,1033,real
5096,1034,real
5095,1035,real
5094,1036,real
5093,1037,real
5092,1038,real
5076,1039,real
5075,1040,real
5074,1041,real
5073,1042,real
5072,1043,real
5071,1044,real
5068,1045,real
5067,1046,real
5066,1047,real
5065,1048,real
5065,1049,real
5064,1050,real
5063,1051,real
5062,1052,real
5061,1053,real
5060,1054,real
5059,1055,real
5058,1056,real
5058,1057,real
5055,1058,real
5054,1059,real
5053,1060,real
5052,1061,real
5051,1062,real
5050,1063,real
5049,1064,real
5048,1065,real
5047,1066,real
5045,1067,real
5044,1068,real
5043,1069,real
5042,1070,real
5041,1071,real
5040,1072,real
5036,1073,real
5035,1074,real
5034,1075,real
5033,1076,real
5032,1077,real
5031,1078,real
5031,1079,real
5030,1080,real
5029,1081,real
5028,1082,real
5027,1083,real
5026,1084,real
5026,1085,real
5025,1086,real
5024,1087,real
5023,1088,real
5022,1089,real
5021,1090,real
5020,1091,real
5019,1092,real
5018,1093,real
5017,1094,real
5016,1095,real
5015,1096,real
5014,1097,real
5013,1098,real
5012,1099,real
5011,1100,real
5010,1101,real
5009,1102,real
5008,1103,real
5006,1104,real
5005,1105,real
5001,1106,real
5000,1107,real
4999,1108,real
4998,1109,real
4996,1110,real
4995,1111,real
4994,1112,real
4991,1113,real
4990,1114,real
4989,1115,real
4988,1116,real
4984,1117,real
4983,1118,real
4982,1119,real
4981,1120,real
4979,1121,real
4978,1122,real
4977,1123,real
4976,1124,real
4975,1125,real
4973,1126,real
4972,1127,real
4971,1128,real
4970,1129,real
4969,1130,real
4967,1131,real
4966,1132,real
4965,1133,real
4964,1134,real
4963,1135,real
4962,1136,real
4961,1137,real
4959,1138,real
4958,1139,real
4958,1140,real
4957,1141,real
4956,1142,real
4955,1143,real
4953,1144,real
4952,1145,real
4951,1146,real
4950,1147,real
4949,1148,real
4948,1149,real
4947,1150,real
4946,1151,real
4945,1152,real
4944,1153,real
4943,1154,real
4942,1155,real
4941,1156,real
4940,1157,real
4932,1158,real
4931,1159,real
4930,1160,real
4929,1161,real
4928,1162,real
4926,1163,real
4925,1164,real
4925,1165,real
4924,1166,real
4924,1167,real
4923,1168,real
4922,1169,real
4921,1170,real
4920,1171,real
4919,1172,real
4918,1173,real
4917,1174,real
4916,1175,real
4915,1176,real
4914,1177,real
4910,1178,real
4909,1179,real
4908,1180,real
4907,1181,real
4906,1182,real
4906,1183,real
4905,1184,real
4904,1185,real
4903,1186,real
4902,1187,real
4901,1188,real
4900,1189,real
4899,1190,real
4898,1191,real
4897,1192,real
4896,1193,real
4895,1194,real
4895,1195,real
4894,1196,real
4893,1197,real
4892,1198,real
4891,1199,real
4891,1200,real
4890,1201,real
4889,1202,real
4888,1203,real
4887,1204,real
4886,1205,real
4885,1206,real
4884,1207,real
4883,1208,real
4882,1209,real
4881,1210,real
4880,1211,real
4879,1212,real
4878,1213,real
4876,1214,real
4875,1215,real
4874,1216,real
4873,1217,real
4866,1218,real
4865,1219,real
4863,1220,real
4862,1221,real
4861,1222,real
4860,1223,real
4859,1224,real
4858,1225,real
4854,1226,real
4853,1227,real
4852,1228,real
4851,1229,real
4850,1230,real
4849,1231,real
4848,1232,real
4847,1233,real
4846,1234,real
4845,1235,real
4844,1236,real
4843,1237,real
4842,1238,real
4841,1239,real
4840,1240,real
4838,1241,real
4836,1242,real
4835,1243,real
4834,1244,real
4833,1245,real
4833,1246,real
4832,1247,real
4831,1248,real
4830,1249,real
4829,1250,real
4828,1251,real
4827,1252,real
4826,1253,real
4825,1254,real
4823,1255,real
4822,1256,real
4821,1257,real
4820,1258,real
4819,1259,real
4818,1260,real
4817,1261,real
4816,1262,real
4815,1263,real
4814,1264,real
4813,1265,real
4812,1266,real
4812,1267,real
4811,1268,real
4810,1269,real
4809,1270,real
4808,1271,real
4807,1272,real
4806,1273,real
4805,1274,real
4804,1275,real
4804,1276,real
4803,1277,real
4802,1278,real
4800,1279,real
4799,1280,real
4798,1281,real
4797,1282,real
4796,1283,real
4795,1284,real
4794,1285,real
4793,1286,real
4792,1287,real
4791,1288,real
4790,1289,real
4789,1290,real
4788,1291,real
4784,1292,real
4783,1293,real
4783,1294,real
4783,1295,real
4782,1296,real
4782,1297,real
4781,1298,real
4780,1299,real
4779,1300,real
4778,1301,real
4777,1302,real
4776,1303,real
4775,1304,real
4775,1305,real
4774,1306,real
4774,1307,real
4773,1308,real
4772,1309,real
4771,1310,real
4770,1311,real
4769,1312,real
4768,1313,real
4767,1314,real
4764,1315,real
4763,1316,real
4762,1317,real
4761,1318,real
4760,1319,real
4759,1320,real
4758,1321,real
4757,1322,real
4756,1323,real
4755,1324,real
4754,1325,real
4753,1326,real
4752,1327,real
4751,1328,real
4750,1329,real
4749,1330,real
4748,1331,real
4747,1332,real
4746,1333,real
4745,1334,real
4744,1335,real
4743,1336,real
4743,1337,real
4742,1338,real
4741,1339,real
4740,1340,real
4739,1341,real
4737,1342,real
4737,1343,real
4736,1344,real
4735,1345,real
4734,1346,real
4733,1347,real
4732,1348,real
4731,1349,real
4730,1350,real
4729,1351,real
4728,1352,real
4728,1353,real
4727,1354,real
4726,1355,real
4725,1356,real
4724,1357,real
4723,1358,real
4720,1359,real
4718,1360,real
4717,1361,real
4713,1362,real
4711,1363,real
4710,1364,real
4709,1365,real
4708,1366,real
4707,1367,real
4706,1368,real
4705,1369,real
4704,1370,real
4700,1371,real
4699,1372,real
4698,1373,real
4697,1374,real
4697,1375,real
4696,1376,real
4696,1377,real
4695,1378,real
4694,1379,real
4693,1380,real
4692,1381,real
4691,1382,real
4690,1383,real
4689,1384,real
4688,1385,real
4687,1386,real
4687,1387,real
4686,1388,real
4685,1389,real
4684,1390,real
4683,1391,real
4682,1392,real
4682,1393,real
4681,1394,real
4680,1395,real
4679,1396,real
4678,1397,real
4677,1398,real
4676,1399,real
4675,1400,real
4669,1401,real
4668,1402,real
4667,1403,real
4666,1404,real
4664,1405,real
4663,1406,real
4663,1407,real
4662,1408,real
4661,1409,real
4661,1410,real
4660,1411,real
4659,1412,real
4658,1413,real
4645,1414,real
4641,1415,real
4638,1416,real
4638,1417,real
4637,1418,real
4636,1419,real
4635,1420,real
4634,1421,real
4633,1422,real
4632,1423,real
4631,1424,real
4630,1425,real
4629,1426,real
4628,1427,real
4627,1428,real
4626,1429,real
4625,1430,real
4624,1431,real
4623,1432,real
4622,1433,real
4621,1434,real
4620,1435,real
4619,1436,real
4619,1437,real
4618,1438,real
4617,1439,real
4616,1440,real
4615,1441,real
4615,1442,real
4614,1443,real
4613,1444,real
4612,1445,real
4610,1446,real
4607,1447,real
4606,1448,real
4605,1449,real
4604,1450,real
4603,1451,real
4603,1452,real
4602,1453,real
4601,1454,real
4598,1455,real
4596,1456,real
4595,1457,real
4594,1458,real
4593,1459,real
4592,1460,real
4591,1461,real
4590,1462,real
4589,1463,real
4588,1464,real
4587,1465,real
4586,1466,real
4585,1467,real
4584,1468,real
4583,1469,real
4582,1470,real
4581,1471,real
4580,1472,real
4579,1473,real
4578,1474,real
4577,1475,real
4576,1476,real
4575,1477,real
4574,1478,real
4573,1479,real
4572,1480,real
4571,1481,real
4570,1482,real
4569,1483,real
4568,1484,real
4567,1485,real
4567,1486,real
4566,1487,real
4565,1488,real
4564,1489,real
4564,1490,real
4563,1491,real
4562,1492,real
4559,1493,real
4558,1494,real
4557,1495,real
4554,1496,real
4552,1497,real
4551,1498,real
4550,1499,real
4549,1500,real
4548,1501,real
4547,1502,real
4546,1503,real
4545,1504,real
4544,1505,real
4543,1506,real
4542,1507,real
4541,1508,real
4540,1509,real
4539,1510,real
4538,1511,real
4537,1512,real
4536,1513,real
4535,1514,real
4534,1515,real
4533,1516,real
4530,1517,real
4529,1518,real
4528,1519,real
4527,1520,real
4527,1521,real
4526,1522,real
4525,1523,real
4524,1524,real
4523,1525,real
4522,1526,real
4521,1527,real
4520,1528,real
4519,1529,real
4518,1530,real
4517,1531,real
4516,1532,real
4515,1533,real
4514,1534,real
4510,1535,real
4509,1536,real
4508,1537,real
4507,1538,real
4506,1539,real
4505,1540,real
4504,1541,real
4503,1542,real
4499,1543,real
4498,1544,real
4497,1545,real
4496,1546,real
4495,1547,real
4494,1548,real
4493,1549,real
4493,1550,real
4492,1551,real
4491,1552,real
4490,1553,real
4489,1554,real
4488,1555,real
4487,1556,real
4487,1557,real
4486,1558,real
4485,1559,real
4484,1560,real
4483,1561,real
4482,1562,real
4481,1563,real
4480,1564,real
4479,1565,real
4478,1566,real
4477,1567,real
4476,1568,real
4475,1569,real
4474,1570,real
4473,1571,real
4472,1572,real
4471,1573,real
4470,1574,real
4469,1575,real
4466,1576,real
4465,1577,real
4464,1578,real
4463,1579,real
4462,1580,real
4461,1581,real
4460,1582,real
4459,1583,real
4458,1584,real
4458,1585,real
4457,1586,real
4456,1587,real
4455,1588,real
4454,1589,real
4453,1590,real
4452,1591,real
4451,1592,real
4450,1593,real
4449,1594,real
4447,1595,real
4446,1596,real
4445,1597,real
4444,1598,real
4441,1599,real
4440,1600,real
4439,1601,real
4438,1602,real
4438,1603,real
4437,1604,real
4436,1605,real
4435,1606,real
4434,1607,real
4433,1608,real
4432,1609,real
4432,1610,real
4431,1611,real
4430,1612,real
4429,1613,real
4429,1614,real
4428,1615,real
4427,1616,real
4423,1617,real
4422,1618,real
4419,1619,real
4418,1620,real
4417,1621,real
4416,1622,real
4415,1623,real
4414,1624,real
4412,1625,real
4411,1626,real
4410,1627,real
4409,1628,real
4408,1629,real
4407,1630,real
4406,1631,real
4405,1632,real
4404,1633,real
4403,1634,real
4402,1635,real
4401,1636,real
4400,1637,real
4399,1638,real
4398,1639,real
4397,1640,real
4396,1641,real
4394,1642,real
4393,1643,real
4392,1644,real
4391,1645,real
4390,1646,real
4389,1647,real
4389,1648,real
4388,1649,real
4387,1650,real
4386,1651,real
4386,1652,real
4385,1653,real
4384,1654,real
4381,1655,real
4380,1656,real
4379,1657,real
4376,1658,real
4375,1659,real
4373,1660,real
4361,1661,real
4360,1662,real
4359,1663,real
4354,1664,real
4353,1665,real
4352,1666,real
4351,1667,real
4350,1668,real
4349,1669,real
4348,1670,real
4347,1671,real
4346,1672,real
4345,1673,real
4344,1674,real
4343,1675,real
4342,1676,real
4341,1677,real
4340,1678,real
4339,1679,real
4339,1680,real
4338,1681,real
4337,1682,real
4337,1683,real
4336,1684,real
4335,1685,real
4334,1686,real
4333,1687,real
4332,1688,real
4331,1689,real
4330,1690,real
4329,1691,real
4328,1692,real
4327,1693,real
4324,1694,real
4323,1695,real
4322,1696,real
4321,1697,real
4321,1698,real
4321,1699,real
4320,1700,real
4320,1701,real
4319,1702,real
4318,1703,real
4317,1704,real
4316,1705,real
4315,1706,real
4310,1707,real
4309,1708,real
4308,1709,real
4299,1710,real
4298,1711,real
4297,1712,real
4291,1713,real
4290,1714,real
4289,1715,real
4288,1716,real
4287,1717,real
4286,1718,real
4285,1719,real
4285,1720,real
4284,1721,real
4283,1722,real
4282,1723,real
4279,1724,real
4279,1725,real
4278,1726,real
4277,1727,real
4276,1728,real
4275,1729,real
4274,1730,real
4273,1731,real
4272,1732,real
4271,1733,real
4270,1734,real
4269,1735,real
4268,1736,real
4267,1737,real
4266,1738,real
4265,1739,real
4264,1740,real
4263,1741,real
4262,1742,real
4261,1743,real
4260,1744,real
4259,1745,real
4257,1746,real
4255,1747,real
4254,1748,real
4253,1749,real
4252,1750,real
4251,1751,real
4250,1752,real
4249,1753,real
4247,1754,real
4246,1755,real
4245,1756,real
4245,1757,real
4244,1758,real
4243,1759,real
4242,1760,real
4241,1761,real
4241,1762,real
4240,1763,real
4239,1764,real
4238,1765,real
4237,1766,real
4237,1767,real
4236,1768,real
4235,1769,real
4234,1770,real
4233,1771,real
4232,1772,real
4231,1773,real
4229,1774,real
4228,1775,real
4227,1776,real
4226,1777,real
4225,1778,real
4224,1779,real
4224,1780,real
4222,1781,real
4221,1782,real
4220,1783,real
4219,1784,real
4218,1785,real
4217,1786,real
4216,1787,real
4215,1788,real
4214,1789,real
4214,1790,real
4213,1791,real
4212,1792,real
4211,1793,real
4210,1794,real
4209,1795,real
4208,1796,real
4207,1797,real
4206,1798,real
4205,1799,real
4204,1800,real
4203,1801,real
4202,1802,real
4202,1803,real
4201,1804,real
4200,1805,real
4199,1806,real
4197,1807,real
4196,1808,real
4195,1809,real
4194,1810,real
4193,1811,real
4192,1812,real
4191,1813,real
4190,1814,real
4189,1815,real
4188,1816,real
4188,1817,real
4187,1818,real
4186,1819,real
4185,1820,real
4184,1821,real
4183,1822,real
4182,1823,real
4181,1824,real
4180,1825,real
4179,1826,real
4178,1827,real
4178,1828,real
4177,1829,real
4176,1830,real
4175,1831,real
4174,1832,real
4173,1833,real
4172,1834,real
4171,1835,real
4170,1836,real
4169,1837,real
4168,1838,real
4167,1839,real
4166,1840,real
4166,1841,real
4165,1842,real
4164,1843,real
4163,1844,real
4163,1845,real
4162,1846,real
4156,1847,real
4155,1848,real
4154,1849,real
4153,1850,real
4152,1851,real
4150,1852,real
4149,1853,real
4148,1854,real
4147,1855,real
4146,1856,real
4146,1857,real
4145,1858,real
4144,1859,real
4143,1860,real
4142,1861,real
4141,1862,real
4140,1863,real
4139,1864,real
4135,1865,real
4134,1866,real
4133,1867,real
