dim_CC_maxs,index,key
6067,325,real
6066,326,real
6065,327,real
6064,328,real
6063,329,real
6062,330,real
6061,331,real
6060,332,real
6059,333,real
6058,334,real
6057,335,real
6056,336,real
6055,337,real
6054,338,real
6053,339,real
6052,340,real
6051,341,real
6050,342,real
6048,343,real
6047,344,real
6046,345,real
6045,346,real
6043,347,real
6042,348,real
6041,349,real
6040,350,real
6039,351,real
6038,352,real
6037,353,real
6036,354,real
6034,355,real
6033,356,real
6032,357,real
6031,358,real
6030,359,real
6029,360,real
6024,361,real
6023,362,real
6022,363,real
6019,364,real
6018,365,real
6017,366,real
6016,367,real
6015,368,real
6014,369,real
6013,370,real
6012,371,real
6011,372,real
6010,373,real
6009,374,real
6008,375,real
6007,376,real
5998,377,real
5997,378,real
5996,379,real
5995,380,real
5994,381,real
5993,382,real
5992,383,real
5991,384,real
5990,385,real
5989,386,real
5988,387,real
5979,388,real
5978,389,real
5977,390,real
5976,391,real
5975,392,real
5974,393,real
5973,394,real
5972,395,real
5971,396,real
5970,397,real
5969,398,real
5968,399,real
5967,400,real
5966,401,real
5965,402,real
5964,403,real
5963,404,real
5962,405,real
5961,406,real
5960,407,real
5959,408,real
5958,409,real
5957,410,real
5956,411,real
5955,412,real
5954,413,real
5953,414,real
5952,415,real
5951,416,real
5950,417,real
5949,418,real
5948,419,real
5947,420,real
5946,421,real
5945,422,real
5944,423,real
5943,424,real
5942,425,real
5939,426,real
5938,427,real
5937,428,real
5936,429,real
5935,430,real
5934,431,real
5933,432,real
5930,433,real
5929,434,real
5928,435,real
5927,436,real
5926,437,real
5925,438,real
5924,439,real
5923,440,real
5922,441,real
5918,442,real
5917,443,real
5913,444,real
5912,445,real
5911,446,real
5910,447,real
5909,448,real
5908,449,real
5907,450,real
5906,451,real
5905,452,real
5904,453,real
5903,454,real
5902,455,real
5886,456,real
5885,457,real
5884,458,real
5883,459,real
5882,460,real
5881,461,real
5880,462,real
5880,463,real
5879,464,real
5877,465,real
5876,466,real
5875,467,real
5874,468,real
5873,469,real
5872,470,real
5871,471,real
5870,472,real
5869,473,real
5868,474,real
5867,475,real
5865,476,real
5864,477,real
5863,478,real
5862,479,real
5861,480,real
5860,481,real
5859,482,real
5858,483,real
5857,484,real
5856,485,real
5855,486,real
5854,487,real
5853,488,real
5852,489,real
5851,490,real
5850,491,real
5849,492,real
5848,493,real
5847,494,real
5846,495,real
5845,496,real
5844,497,real
5843,498,real
5842,499,real
5841,500,real
5840,501,real
5839,502,real
5838,503,real
5837,504,real
5836,505,real
5835,506,real
5834,507,real
5832,508,real
5831,509,real
5830,510,real
5829,511,real
5828,512,real
5827,513,real
5826,514,real
5825,515,real
5825,516,real
5824,517,real
5823,518,real
5822,519,real
5821,520,real
5820,521,real
5819,522,real
5818,523,real
5817,524,real
5816,525,real
5815,526,real
5813,527,real
5796,528,real
5795,529,real
5794,530,real
5793,531,real
5792,532,real
5791,533,real
5790,534,real
5789,535,real
5788,536,real
5787,537,real
5786,538,real
5785,539,real
5784,540,real
5783,541,real
5782,542,real
5781,543,real
5769,544,real
5768,545,real
5767,546,real
5767,547,real
5766,548,real
5766,549,real
5765,550,real
5764,551,real
5763,552,real
5762,553,real
5754,554,real
5753,555,real
5752,556,real
5751,557,real
5750,558,real
5749,559,real
5748,560,real
5746,561,real
5745,562,real
5744,563,real
5743,564,real
5742,565,real
5741,566,real
5739,567,real
5738,568,real
5725,569,real
5724,570,real
5723,571,real
5722,572,real
5721,573,real
5720,574,real
5720,575,real
5719,576,real
5718,577,real
5717,578,real
5716,579,real
5716,580,real
5715,581,real
5714,582,real
5713,583,real
5712,584,real
5711,585,real
5710,586,real
5709,587,real
5708,588,real
5707,589,real
5706,590,real
5705,591,real
5704,592,real
5702,593,real
5701,594,real
5700,595,real
5699,596,real
5698,597,real
5697,598,real
5696,599,real
5694,600,real
5693,601,real
5692,602,real
5691,603,real
5690,604,real
5689,605,real
5687,606,real
5686,607,real
5685,608,real
5684,609,real
5683,610,real
5682,611,real
5681,612,real
5680,613,real
5679,614,real
5678,615,real
5677,616,real
5676,617,real
5675,618,real
5674,619,real
5673,620,real
5672,621,real
5671,622,real
5670,623,real
5669,624,real
5668,625,real
5667,626,real
5666,627,real
5665,628,real
5664,629,real
5663,630,real
5662,631,real
5659,632,real
5658,633,real
5657,634,real
5656,635,real
5655,636,real
5654,637,real
5653,638,real
5652,639,real
5651,640,real
5650,641,real
5649,642,real
5648,643,real
5647,644,real
5646,645,real
5645,646,real
5644,647,real
5643,648,real
5642,649,real
5641,650,real
5640,651,real
5640,652,real
5640,653,real
5639,654,real
5638,655,real
5637,656,real
5636,657,real
5635,658,real
5633,659,real
5632,660,real
5631,661,real
5630,662,real
5629,663,real
5628,664,real
5627,665,real
5627,666,real
5626,667,real
5625,668,real
5624,669,real
5623,670,real
5623,671,real
5622,672,real
5621,673,real
5620,674,real
5619,675,real
5618,676,real
5617,677,real
5616,678,real
5616,679,real
5615,680,real
5614,681,real
5613,682,real
5612,683,real
5611,684,real
5610,685,real
5608,686,real
5607,687,real
5606,688,real
5605,689,real
5604,690,real
5603,691,real
5602,692,real
5601,693,real
5600,694,real
5599,695,real
5598,696,real
5597,697,real
5596,698,real
5595,699,real
5594,700,real
5593,701,real
5592,702,real
5591,703,real
5590,704,real
5588,705,real
5586,706,real
5578,707,real
5577,708,real
5576,709,real
5575,710,real
5574,711,real
5573,712,real
5572,713,real
5571,714,real
5570,715,real
5569,716,real
5564,717,real
5563,718,real
5562,719,real
5561,720,real
5558,721,real
5556,722,real
5555,723,real
5554,724,real
5553,725,real
5552,726,real
5542,727,real
5541,728,real
5540,729,real
5539,730,real
5538,731,real
5537,732,real
5536,733,real
5535,734,real
5535,735,real
5534,736,real
5533,737,real
5532,738,real
5531,739,real
5530,740,real
5529,741,real
5528,742,real
5527,743,real
5521,744,real
5520,745,real
5519,746,real
5517,747,real
5516,748,real
5515,749,real
5514,750,real
5513,751,real
5512,752,real
5511,753,real
5510,754,real
5509,755,real
5508,756,real
5507,757,real
5506,758,real
5505,759,real
5504,760,real
5503,761,real
5503,762,real
5500,763,real
5499,764,real
5498,765,real
5497,766,real
5496,767,real
5495,768,real
5494,769,real
5493,770,real
5492,771,real
5491,772,real
5490,773,real
5489,774,real
5488,775,real
5487,776,real
5486,777,real
5485,778,real
5484,779,real
5483,780,real
5482,781,real
5481,782,real
5480,783,real
5479,784,real
5478,785,real
5477,786,real
5476,787,real
5475,788,real
5474,789,real
5472,790,real
5471,791,real
5470,792,real
5469,793,real
5468,794,real
5466,795,real
5465,796,real
5461,797,real
5460,798,real
5459,799,real
5458,800,real
5452,801,real
5451,802,real
5450,803,real
5449,804,real
5448,805,real
5447,806,real
5446,807,real
5445,808,real
5444,809,real
5443,810,real
5442,811,real
5441,812,real
5440,813,real
5439,814,real
5439,815,real
5438,816,real
5437,817,real
5436,818,real
5435,819,real
5434,820,real
5433,821,real
5432,822,real
5431,823,real
5429,824,real
5428,825,real
5427,826,real
5426,827,real
5425,828,real
5424,829,real
5423,830,real
5422,831,real
5421,832,real
5420,833,real
5418,834,real
5417,835,real
5416,836,real
5415,837,real
5414,838,real
5413,839,real
5412,840,real
5411,841,real
5410,842,real
5410,843,real
5409,844,real
5408,845,real
5407,846,real
5406,847,real
5405,848,real
5404,849,real
5403,850,real
5403,851,real
5402,852,real
5401,853,real
5400,854,real
5399,855,real
5398,856,real
5397,857,real
5396,858,real
5395,859,real
5394,860,real
5393,861,real
5392,862,real
5391,863,real
5390,864,real
5389,865,real
5388,866,real
5387,867,real
5386,868,real
5382,869,real
5381,870,real
5380,871,real
5379,872,real
5378,873,real
5376,874,real
5375,875,real
5374,876,real
5373,877,real
5372,878,real
5371,879,real
5370,880,real
5366,881,real
5364,882,real
5364,883,real
5363,884,real
5361,885,real
5360,886,real
5359,887,real
5358,888,real
5357,889,real
5356,890,real
5352,891,real
5351,892,real
5350,893,real
5349,894,real
5348,895,real
5344,896,real
5343,897,real
5342,898,real
5341,899,real
5340,900,real
5339,901,real
5338,902,real
5337,903,real
5337,904,real
5336,905,real
5335,906,real
5334,907,real
5333,908,real
5332,909,real
5328,910,real
5327,911,real
5323,912,real
5319,913,real
5318,914,real
5317,915,real
5316,916,real
5315,917,real
5314,918,real
5313,919,real
5312,920,real
5311,921,real
5310,922,real
5309,923,real
5308,924,real
5307,925,real
5306,926,real
5305,927,real
5304,928,real
5303,929,real
5302,930,real
5301,931,real
5300,932,real
5299,933,real
5298,934,real
5297,935,real
5296,936,real
5295,937,real
5294,938,real
5293,939,real
5292,940,real
5291,941,real
5290,942,real
5289,943,real
5288,944,real
5287,945,real
5286,946,real
5285,947,real
5280,948,real
5279,949,real
5248,950,real
5247,951,real
5246,952,real
5245,953,real
5244,954,real
5243,955,real
5242,956,real
5241,957,real
5239,958,real
5238,959,real
5237,960,real
5236,961,real
5234,962,real
5233,963,real
5232,964,real
5231,965,real
5231,966,real
5230,967,real
5229,968,real
5228,969,real
5227,970,real
5226,971,real
5225,972,real
5224,973,real
5223,974,real
5222,975,real
5221,976,real
5219,977,real
5218,978,real
5218,979,real
5217,980,real
5216,981,real
5215,982,real
5214,983,real
5213,984,real
5212,985,real
5211,986,real
5210,987,real
5209,988,real
5208,989,real
5207,990,real
5205,991,real
5204,992,real
5203,993,real
5202,994,real
5201,995,real
5200,996,real
5199,997,real
5198,998,real
5197,999,real
5196,1000,real
5195,1001,real
5194,1002,real
5185,1003,real
5184,1004,real
5183,1005,real
5182,1006,real
5181,1007,real
5180,1008,real
5179,1009,real
5178,1010,real
5177,1011,real
5174,1012,real
5173,1013,real
5172,1014,real
5171,1015,real
5170,1016,real
5169,1017,real
5168,1018,real
5167,1019,real
5166,1020,real
5166,1021,real
5165,1022,real
5165,1023,real
5164,1024,real
5163,1025,real
5162,1026,real
5161,1027,real
5160,1028,real
5157,1029,real
5156,1030,real
5154,1031,real
5153,1032,real
5152,1033,real
5147,1034,real
5146,1035,real
5145,1036,real
5144,1037,real
5143,1038,real
5142,1039,real
5138,1040,real
5137,1041,real
5136,1042,real
5135,1043,real
5134,1044,real
5133,1045,real
5132,1046,real
5131,1047,real
5130,1048,real
5129,1049,real
5129,1050,real
5128,1051,real
5128,1052,real
5125,1053,real
5124,1054,real
5123,1055,real
5122,1056,real
5121,1057,real
5120,1058,real
5119,1059,real
5118,1060,real
5117,1061,real
5116,1062,real
5115,1063,real
5114,1064,real
5113,1065,real
5112,1066,real
5098,1067,real
5097,1068,real
5096,1069,real
5095,1070,real
5094,1071,real
5093,1072,real
5092,1073,real
5091,1074,real
5090,1075,real
5089,1076,real
5088,1077,real
5087,1078,real
5086,1079,real
5085,1080,real
5084,1081,real
5083,1082,real
5082,1083,real
5081,1084,real
5080,1085,real
5079,1086,real
5078,1087,real
5077,1088,real
5076,1089,real
5075,1090,real
5074,1091,real
5073,1092,real
5073,1093,real
5072,1094,real
5071,1095,real
5070,1096,real
5069,1097,real
5068,1098,real
5060,1099,real
5059,1100,real
5057,1101,real
5056,1102,real
5055,1103,real
5054,1104,real
5053,1105,real
5052,1106,real
5051,1107,real
5050,1108,real
5049,1109,real
5048,1110,real
5047,1111,real
5046,1112,real
5045,1113,real
5044,1114,real
5043,1115,real
5042,1116,real
5041,1117,real
5040,1118,real
5039,1119,real
5038,1120,real
5037,1121,real
5031,1122,real
5030,1123,real
5029,1124,real
5028,1125,real
5027,1126,real
5026,1127,real
5024,1128,real
5023,1129,real
5022,1130,real
5021,1131,real
5020,1132,real
5019,1133,real
5018,1134,real
5017,1135,real
5016,1136,real
5015,1137,real
5014,1138,real
5013,1139,real
5010,1140,real
5009,1141,real
5008,1142,real
5007,1143,real
5006,1144,real
5005,1145,real
5004,1146,real
5003,1147,real
5002,1148,real
5001,1149,real
5001,1150,real
4992,1151,real
4991,1152,real
4990,1153,real
4989,1154,real
4988,1155,real
4987,1156,real
4986,1157,real
4985,1158,real
4984,1159,real
4983,1160,real
4975,1161,real
4974,1162,real
4973,1163,real
4972,1164,real
4971,1165,real
4970,1166,real
4969,1167,real
4968,1168,real
4967,1169,real
4966,1170,real
4965,1171,real
4964,1172,real
4963,1173,real
4962,1174,real
4961,1175,real
4960,1176,real
4959,1177,real
4958,1178,real
4957,1179,real
4956,1180,real
4955,1181,real
4954,1182,real
4953,1183,real
4951,1184,real
4950,1185,real
4949,1186,real
4948,1187,real
4947,1188,real
4947,1189,real
4946,1190,real
4945,1191,real
4944,1192,real
4943,1193,real
4942,1194,real
4941,1195,real
4940,1196,real
4939,1197,real
4938,1198,real
4937,1199,real
4936,1200,real
4935,1201,real
4934,1202,real
4933,1203,real
4932,1204,real
4932,1205,real
4931,1206,real
4930,1207,real
4929,1208,real
4928,1209,real
4927,1210,real
4926,1211,real
4925,1212,real
4924,1213,real
4923,1214,real
4922,1215,real
4913,1216,real
4912,1217,real
4911,1218,real
4910,1219,real
4909,1220,real
4907,1221,real
4903,1222,real
4902,1223,real
4901,1224,real
4901,1225,real
4900,1226,real
4899,1227,real
4898,1228,real
4897,1229,real
4896,1230,real
4895,1231,real
4894,1232,real
4893,1233,real
4892,1234,real
4891,1235,real
4890,1236,real
4889,1237,real
4888,1238,real
4888,1239,real
4887,1240,real
4886,1241,real
4885,1242,real
4884,1243,real
4881,1244,real
4880,1245,real
4879,1246,real
4878,1247,real
4877,1248,real
4876,1249,real
4875,1250,real
4874,1251,real
4873,1252,real
4872,1253,real
4871,1254,real
4870,1255,real
4868,1256,real
4867,1257,real
4866,1258,real
4865,1259,real
4865,1260,real
4864,1261,real
4862,1262,real
4861,1263,real
4860,1264,real
4859,1265,real
4858,1266,real
4857,1267,real
4856,1268,real
4855,1269,real
4854,1270,real
4843,1271,real
4842,1272,real
4842,1273,real
4841,1274,real
4840,1275,real
4839,1276,real
4839,1277,real
4838,1278,real
4837,1279,real
4836,1280,real
4835,1281,real
4834,1282,real
4833,1283,real
4831,1284,real
4830,1285,real
4829,1286,real
4827,1287,real
4826,1288,real
4825,1289,real
4824,1290,real
4823,1291,real
4822,1292,real
4821,1293,real
4820,1294,real
4819,1295,real
4818,1296,real
4817,1297,real
4816,1298,real
4815,1299,real
4814,1300,real
4814,1301,real
4814,1302,real
4813,1303,real
4812,1304,real
4811,1305,real
4811,1306,real
4810,1307,real
4809,1308,real
4808,1309,real
4807,1310,real
4806,1311,real
4805,1312,real
4804,1313,real
4803,1314,real
4802,1315,real
4801,1316,real
4800,1317,real
4799,1318,real
4798,1319,real
4797,1320,real
4796,1321,real
4795,1322,real
4794,1323,real
4792,1324,real
4791,1325,real
4791,1326,real
4790,1327,real
4789,1328,real
4788,1329,real
4787,1330,real
4786,1331,real
4785,1332,real
4784,1333,real
4783,1334,real
4782,1335,real
4781,1336,real
4780,1337,real
4780,1338,real
4779,1339,real
4778,1340,real
4777,1341,real
4776,1342,real
4775,1343,real
4774,1344,real
4774,1345,real
4773,1346,real
4772,1347,real
4771,1348,real
4770,1349,real
4769,1350,real
4768,1351,real
4767,1352,real
4766,1353,real
4765,1354,real
4764,1355,real
4763,1356,real
4762,1357,real
4761,1358,real
4761,1359,real
4760,1360,real
4760,1361,real
4759,1362,real
4758,1363,real
4758,1364,real
4757,1365,real
4756,1366,real
4755,1367,real
4754,1368,real
4753,1369,real
4752,1370,real
4751,1371,real
4750,1372,real
4749,1373,real
4748,1374,real
4747,1375,real
4746,1376,real
4745,1377,real
4744,1378,real
4743,1379,real
4742,1380,real
4741,1381,real
4740,1382,real
4739,1383,real
4739,1384,real
4738,1385,real
4737,1386,real
4736,1387,real
4735,1388,real
4734,1389,real
4733,1390,real
4732,1391,real
4731,1392,real
4730,1393,real
4730,1394,real
4729,1395,real
4728,1396,real
4727,1397,real
4726,1398,real
4725,1399,real
4724,1400,real
4723,1401,real
4722,1402,real
4709,1403,real
4708,1404,real
4707,1405,real
4706,1406,real
4705,1407,real
4704,1408,real
4702,1409,real
4701,1410,real
4700,1411,real
4698,1412,real
4697,1413,real
4696,1414,real
4696,1415,real
4695,1416,real
4694,1417,real
4693,1418,real
4692,1419,real
4691,1420,real
4690,1421,real
4689,1422,real
4688,1423,real
4686,1424,real
4685,1425,real
4684,1426,real
4683,1427,real
4682,1428,real
4681,1429,real
4680,1430,real
4678,1431,real
4677,1432,real
4676,1433,real
4675,1434,real
4674,1435,real
4673,1436,real
4672,1437,real
4672,1438,real
4671,1439,real
4670,1440,real
4669,1441,real
4668,1442,real
4667,1443,real
4666,1444,real
4665,1445,real
4665,1446,real
4664,1447,real
4663,1448,real
4662,1449,real
4661,1450,real
4661,1451,real
4660,1452,real
4659,1453,real
4658,1454,real
4657,1455,real
4656,1456,real
4655,1457,real
4654,1458,real
4653,1459,real
4652,1460,real
4651,1461,real
4650,1462,real
4649,1463,real
4649,1464,real
4648,1465,real
4646,1466,real
4645,1467,real
4644,1468,real
4643,1469,real
4642,1470,real
4641,1471,real
4640,1472,real
4639,1473,real
4639,1474,real
4638,1475,real
4637,1476,real
4636,1477,real
4635,1478,real
4634,1479,real
4633,1480,real
4632,1481,real
4631,1482,real
4630,1483,real
4629,1484,real
4628,1485,real
4627,1486,real
4626,1487,real
4625,1488,real
4624,1489,real
4623,1490,real
4622,1491,real
4621,1492,real
4620,1493,real
4619,1494,real
4618,1495,real
4617,1496,real
4616,1497,real
4615,1498,real
4614,1499,real
4613,1500,real
4613,1501,real
4612,1502,real
4611,1503,real
4610,1504,real
4609,1505,real
4608,1506,real
4607,1507,real
4605,1508,real
4604,1509,real
4604,1510,real
4602,1511,real
4601,1512,real
4600,1513,real
4599,1514,real
4598,1515,real
4597,1516,real
4597,1517,real
4596,1518,real
4595,1519,real
4594,1520,real
4593,1521,real
4592,1522,real
4591,1523,real
4590,1524,real
4589,1525,real
4588,1526,real
4587,1527,real
4586,1528,real
4585,1529,real
4585,1530,real
4584,1531,real
4583,1532,real
4582,1533,real
4574,1534,real
4571,1535,real
4570,1536,real
4569,1537,real
4568,1538,real
4568,1539,real
4567,1540,real
4566,1541,real
4565,1542,real
4564,1543,real
4563,1544,real
4562,1545,real
4561,1546,real
4560,1547,real
4559,1548,real
4558,1549,real
4557,1550,real
4556,1551,real
4555,1552,real
4554,1553,real
4553,1554,real
4552,1555,real
4551,1556,real
4550,1557,real
4549,1558,real
4542,1559,real
4541,1560,real
4540,1561,real
4539,1562,real
4538,1563,real
4537,1564,real
4536,1565,real
4534,1566,real
4533,1567,real
4528,1568,real
4526,1569,real
4525,1570,real
4524,1571,real
4523,1572,real
4522,1573,real
4521,1574,real
4520,1575,real
4519,1576,real
4518,1577,real
4518,1578,real
4517,1579,real
4516,1580,real
4515,1581,real
4514,1582,real
4513,1583,real
4512,1584,real
4511,1585,real
4510,1586,real
4509,1587,real
4508,1588,real
4507,1589,real
4506,1590,real
4505,1591,real
4504,1592,real
4503,1593,real
4502,1594,real
4501,1595,real
4499,1596,real
4499,1597,real
4498,1598,real
4497,1599,real
4496,1600,real
4495,1601,real
4494,1602,real
4493,1603,real
4492,1604,real
4492,1605,real
4491,1606,real
4490,1607,real
4489,1608,real
4488,1609,real
4487,1610,real
4486,1611,real
4485,1612,real
4484,1613,real
4484,1614,real
4483,1615,real
4482,1616,real
4481,1617,real
4480,1618,real
4479,1619,real
4479,1620,real
4478,1621,real
4477,1622,real
4476,1623,real
4475,1624,real
4474,1625,real
4473,1626,real
4472,1627,real
4471,1628,real
4471,1629,real
4470,1630,real
4465,1631,real
4464,1632,real
4463,1633,real
4462,1634,real
4460,1635,real
4460,1636,real
4459,1637,real
4458,1638,real
4457,1639,real
4456,1640,real
4455,1641,real
4454,1642,real
4454,1643,real
4453,1644,real
4451,1645,real
4449,1646,real
4448,1647,real
4447,1648,real
4446,1649,real
4445,1650,real
4444,1651,real
4443,1652,real
4442,1653,real
4441,1654,real
4439,1655,real
4438,1656,real
4437,1657,real
4436,1658,real
4435,1659,real
4434,1660,real
4433,1661,real
4432,1662,real
4431,1663,real
4431,1664,real
4430,1665,real
4429,1666,real
4428,1667,real
4427,1668,real
4426,1669,real
4418,1670,real
4417,1671,real
4416,1672,real
4415,1673,real
4414,1674,real
4413,1675,real
4412,1676,real
4411,1677,real
4410,1678,real
4409,1679,real
4407,1680,real
4406,1681,real
4405,1682,real
4404,1683,real
4403,1684,real
4402,1685,real
4401,1686,real
4400,1687,real
4399,1688,real
4398,1689,real
4397,1690,real
4396,1691,real
4395,1692,real
4394,1693,real
4393,1694,real
4392,1695,real
4392,1696,real
4391,1697,real
4388,1698,real
4387,1699,real
4386,1700,real
4385,1701,real
4384,1702,real
4383,1703,real
4382,1704,real
4381,1705,real
4380,1706,real
4379,1707,real
4378,1708,real
4377,1709,real
4376,1710,real
4375,1711,real
4374,1712,real
4373,1713,real
4372,1714,real
4371,1715,real
4370,1716,real
4369,1717,real
4368,1718,real
4367,1719,real
4366,1720,real
4366,1721,real
4365,1722,real
4364,1723,real
4363,1724,real
4362,1725,real
4361,1726,real
4360,1727,real
4359,1728,real
4358,1729,real
4357,1730,real
4355,1731,real
4354,1732,real
4353,1733,real
4352,1734,real
4351,1735,real
4351,1736,real
4350,1737,real
4349,1738,real
4349,1739,real
4348,1740,real
4347,1741,real
4346,1742,real
4345,1743,real
4345,1744,real
4342,1745,real
4342,1746,real
4341,1747,real
4341,1748,real
4340,1749,real
4339,1750,real
4339,1751,real
4338,1752,real
4336,1753,real
4335,1754,real
4335,1755,real
4334,1756,real
4333,1757,real
4332,1758,real
4331,1759,real
4328,1760,real
4326,1761,real
4325,1762,real
4325,1763,real
4324,1764,real
4323,1765,real
4322,1766,real
4317,1767,real
4316,1768,real
4316,1769,real
4314,1770,real
4313,1771,real
4312,1772,real
4311,1773,real
4310,1774,real
4309,1775,real
4308,1776,real
4303,1777,real
4302,1778,real
4301,1779,real
4301,1780,real
4301,1781,real
4293,1782,real
4292,1783,real
4291,1784,real
4290,1785,real
4289,1786,real
4284,1787,real
4283,1788,real
4281,1789,real
4280,1790,real
4279,1791,real
4278,1792,real
4277,1793,real
4276,1794,real
4275,1795,real
4274,1796,real
4273,1797,real
4271,1798,real
4270,1799,real
4269,1800,real
4268,1801,real
4267,1802,real
4267,1803,real
4266,1804,real
4265,1805,real
4265,1806,real
4264,1807,real
4264,1808,real
4263,1809,real
4251,1810,real
4250,1811,real
4249,1812,real
4248,1813,real
4247,1814,real
4246,1815,real
4245,1816,real
4244,1817,real
4243,1818,real
4242,1819,real
4241,1820,real
4240,1821,real
4239,1822,real
4238,1823,real
4237,1824,real
4236,1825,real
4235,1826,real
4234,1827,real
4233,1828,real
4232,1829,real
4231,1830,real
4229,1831,real
4228,1832,real
4227,1833,real
4226,1834,real
4225,1835,real
4224,1836,real
4223,1837,real
4222,1838,real
4221,1839,real
4220,1840,real
4219,1841,real
4218,1842,real
4217,1843,real
4216,1844,real
4215,1845,real
4214,1846,real
4213,1847,real
4212,1848,real
4211,1849,real
4210,1850,real
4209,1851,real
4208,1852,real
4207,1853,real
4206,1854,real
4205,1855,real
4204,1856,real
4203,1857,real
4202,1858,real
4201,1859,real
4200,1860,real
4198,1861,real
4198,1862,real
4197,1863,real
4196,1864,real
4195,1865,real
4194,1866,real
4193,1867,real
